id,text_clean,label
4415,sad story of a man last week was my b day my wife did nt wish me my parents forgot n so did my kids i went to work even my colleagues did not wish,ham
4416,how stupid to say that i challenge god you dont think at all on what i write instead you respond immed,ham
4417,yeah i should be able to i ll text you when i m ready to meet up,ham
4418,v skint too but fancied few bevies waz gona go meet othrs in spoon but jst bin watchng planet earth sofa is v comfey if i dont make it hav gd night,ham
4419,says that he s quitting at least5times a day so i wudn t take much notice of that nah she didn t mind are you gonna see him again do you want to come to taunton tonight u can tell me all about,ham
4420,when you get free call me,ham
4421,how have your little darlings been so far this week need a coffee run tomo can t believe it s that time of week already,ham
4422,ok i msg u b4 i leave my house,ham
4423,still at west coast haiz ll take forever to come back,ham
4424,mmm fuck merry christmas to me,ham
4425,alright thanks for the advice enjoy your night out i ma try to get some sleep,ham
4426,update your face book status frequently,ham
4427,just now saw your message it k da,ham
4428,was it something u ate,ham
4429,so what did the bank say about the money,ham
4430,aiyar dun disturb u liao thk u have lots 2 do aft ur cupboard come,ham
4431,hey they r not watching movie tonight so i ll prob b home early,ham
4432,yar lor how u noe u used dat route too,ham
4433,2mro i am not coming to gym machan goodnight,ham
4434,dont think you need yellow card for uk travel ask someone that has gone before if you do its just lt gt bucks,ham
4435,can u look 4 me in da lib i got stuff havent finish yet,ham
4436,sounds great im going to sleep now have a good night,ham
4437,don t b floppy b snappy happy only gay chat service with photo upload call 08718730666 10p min 2 stop our texts call 08712460324,spam
4438,house maid is the murderer coz the man was murdered on lt gt th january as public holiday all govt instituitions are closed including post office understand,ham
4439,how come u got nothing to do,ham
4440,nothing will ever be easy but don t be looking for a reason not to take a risk on life and love,ham
4441,i want to grasp your pretty booty,ham
4442,i ve got it down to a tea not sure which flavour,ham
4443,i m going 2 orchard now laready me reaching soon u reaching,ham
4444,dear i am not denying your words please,ham
4445,you know my old dom i told you about yesterday his name is roger he got in touch with me last night and wants me to meet him today at 2 pm,ham
4446,come back to tampa ffffuuuuuuu,ham
4447,2 celebrate my b day y else,ham
4448,merry christmas to u too annie,ham
4449,please tell me you have some of that special stock you were talking about,ham
4450,i sent them do you like,ham
4451,urgent ur awarded a complimentary trip to eurodisinc trav aco entry41 or 1000 to claim txt dis to 87121 18 6 1 50 morefrmmob shracomorsglsuplt 10 ls1 3aj,spam
4452,awesome be there in a minute,ham
4453,and that is the problem you walk around in julianaland oblivious to what is going on around you i say the same things constantly and they go in one ear and out the other while you go off doing whatever you want to do it s not that you don t know why i m upset it s that you don t listen when i tell you what is going to upset me then you want to be surprised when i m mad,ham
4454,i ve told you everything will stop just dont let her get dehydrated,ham
4455,or i guess lt gt min,ham
4456,i m home ard wat time will u reach,ham
4457,storming msg wen u lift d phne u say hello do u knw wt is d real meaning of hello it s d name of a girl yes and u knw who is dat girl margaret hello she is d girlfrnd f grahmbell who invnted telphone moral one can 4get d name of a person bt not his girlfrnd g o o d n i g h t,ham
4458,if you want to mapquest it or something look up usf dogwood drive that s the tiny street where the parking lot is,ham
4459,aight should i just plan to come up later tonight,ham
4460,die i accidentally deleted e msg i suppose 2 put in e sim archive haiz i so sad,ham
4461,welcome to uk mobile date this msg is free giving you free calling to 08719839835 future mgs billed at 150p daily to cancel send go stop to 89123,spam
4462,this is wishing you a great day moji told me about your offer and as always i was speechless you offer so easily to go to great lengths on my behalf and its stunning my exam is next friday after that i will keep in touch more sorry,ham
4463,thanks again for your reply today when is ur visa coming in and r u still buying the gucci and bags my sister things are not easy uncle john also has his own bills so i really need to think about how to make my own money later sha,ham
4464,sorry i flaked last night shit s seriously goin down with my roommate what you up to tonight,ham
4465,he said i look pretty wif long hair wat but i thk he s cutting quite short 4 me leh,ham
4466,ranjith cal drpd deeraj and deepak 5min hold,ham
4467,cheers for callin babe sozi culdnt talkbut i wannatell u details later wenwecan chat properly x,ham
4468,hey u still at the gym,ham
4469,she said do u mind if i go into the bedroom for a minute ok i sed in a sexy mood she came out 5 minuts latr wid a cake n my wife,ham
4470,much better now thanks lol,ham
4471,nothing smsing u n xy lor sorry lor da guys neva c u in person but they sort of know u lor so u wan 2 meet them xy ask me 2 bring u along 4 our next meeting,ham
4472,lemme know when i can swing by and pick up i m free basically any time after 1 all this semester,ham
4473,wa u so efficient gee thanx,ham
4474,3 you have received your mobile content enjoy,spam
4475,s but not able to sleep,ham
4476,want explicit sex in 30 secs ring 02073162414 now costs 20p min,spam
4477,we will meet soon princess ttyl,ham
4478,i ll pick you up at about 5 15pm to go to taunton if you still want to come,ham
4479,oh only 4 outside players allowed to play know,ham
4480,i anything lor,ham
4481,erutupalam thandiyachu,ham
4482,y cant u try new invention to fly i m not joking,ham
4483,no its ful of song lyrics,ham
4484,what do u reckon as need 2 arrange transport if u can t do it thanks,ham
4485,true lov n care wil nevr go unrecognized though somone often makes mistakes when valuing it but they will definitly undrstnd once when they start missing it,ham
4486,shopping eh ger i toking abt syd leh haha,ham
4487,what not under standing,ham
4488,have good weekend,ham
4489,miss call miss call khelate kintu opponenter miss call dhorte lage thats d rule one with great phone receiving quality wins,ham
4490,call me when you get the chance plz lt 3,ham
4491,the new deus ex game comin early next yr,ham
4492,my computer just fried the only essential part we don t keep spares of because my fucking idiot roommates looovvve leaving the thing running on full lt gt 7,ham
4493,my friend she s studying at warwick we ve planned to go shopping and to concert tmw but it may be canceled havn t seen for ages yeah we should get together sometime,ham
4494,probably a couple hours tops,ham
4495,lol grins i m not babe but thanks for thinking of me,ham
4496,man this bus is so so so slow i think you re gonna get there before me,ham
4497,hope this text meets you smiling if not then let this text give you a reason to smile have a beautiful day,ham
4498,in case you wake up wondering where i am i forgot i have to take care of something for grandma today should be done before the parade,ham
4499,ok,ham
4500,latest nokia mobile or ipod mp3 player 400 proze guaranteed reply with win to 83355 now norcorp ltd 1 50 mtmsgrcvd18,spam
4501,sms services for your inclusive text credits pls goto www comuk net login 3qxj9 unsubscribe with stop no extra charge help 08702840625 comuk 220 cm2 9ae,spam
4502,nvm take ur time,ham
4503,so wat s da decision,ham
4504,wot is u up 2 then bitch,ham
4505,stupid its not possible,ham
4506,she told to hr that he want posting in chennai because i m working here,ham
4507,mobile club choose any of the top quality items for your mobile 7cfca1a,spam
4508,when are you guys leaving,ham
4509,he neva grumble but i sad lor hee buy tmr lor aft lunch but we still meetin 4 lunch tmr a not neva hear fr them lei got a lot of work ar,ham
